rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
32-9	Eiffelturninn um morgunin	Eiffelturninum á morgnana	wrong-prep	9-2	texti072-2006.xml	grammar	prep
32-9	Eiffelturninn um morgunin	Eiffelturninum á morgnana	n4nn	9-3	texti072-2006.xml	orthography	spelling
32-9	Eiffelturninn um morgunin	Eiffelturninum á morgnana	singular4plural	9-3	texti072-2006.xml	vocabulary	semantic
32-10	um	á	wrong-prep	NA	texti072-2006.xml	grammar	prep
32-11	væri	er	sub4ind	11-1	texti072-2006.xml	grammar	mood
32-11	væri	er	past4pres	11-1	texti072-2006.xml	grammar	tense
32-12	klúbbi	næturklúbbi	wording	NA	texti072-2006.xml	style	wording
32-13	væri	verður	aux	13-1	texti072-2006.xml	vocabulary	aux
32-13	væri	verður	sub4ind	13-1	texti072-2006.xml	grammar	mood
32-13	væri	verður	past4pres	13-1	texti072-2006.xml	grammar	tense
32-14	fræga	frægar	agreement-concord	NA	texti072-2006.xml	grammar	agreement
32-15	ég og	við	wording	NA	texti072-2006.xml	style	wording
32-16	til Afríku	þangað	wording	NA	texti072-2006.xml	style	wording
32-17	vera	mér	extra-word	17-1	texti072-2006.xml	vocabulary	insertion
32-17	vera	mér	missing-word	17-2	texti072-2006.xml	vocabulary	omission
32-18	eins og	, í líkingu við	missing-comma	18-1	texti072-2006.xml	orthography	punctuation
32-18	eins og	, í líkingu við	wording	18-2	texti072-2006.xml	style	wording
32-19	krossinum	krossinn	nominal-inflection	NA	texti072-2006.xml	grammar	inflection
32-20	ég mundi	NA	extra-sub	20-1	texti072-2006.xml	grammar	syntax
32-20	ég mundi	NA	extra-word	20-2	texti072-2006.xml	vocabulary	insertion
32-21	þar	hjá Afríkuþjóðum	wording	NA	texti072-2006.xml	style	wording
32-22	vel	NA	wording	22-1	texti072-2006.xml	style	wording
32-23	NA	vel	dep	22-1	texti072-2006.xml	other	miscellaneous
32-24	ég og	við	wording	NA	texti072-2006.xml	style	wording
32-25	með	í	wrong-prep	NA	texti072-2006.xml	grammar	prep
32-26	leikari	leikkona	wording	NA	texti072-2006.xml	style	wording
33-1	Mitt	mitt	upper4lower-common	NA	texti106-2006.xml	orthography	capitalization
33-2	blessaðann	blessaðan	nn4n	2-1	texti106-2006.xml	orthography	spelling
33-2	blessaðann	blessaðan	nonword	2-1	texti106-2006.xml	orthography	nonword
33-3	hér	. Hér	missing-period	NA	texti106-2006.xml	orthography	punctuation
33-4	NA	var	wording	4-1	texti106-2006.xml	style	wording
33-5	var	NA	dep	4-1	texti106-2006.xml	other	miscellaneous
33-7	hljómskálagarðinum	Hljómskálagarðinum	lower4upper-proper	NA	texti106-2006.xml	orthography	capitalization
33-8	Vinnan	Hún	noun4pro	NA	texti106-2006.xml	coherence	pro
33-9	soldið	svolítið	nonword	NA	texti106-2006.xml	orthography	nonword
33-10	. En	en	extra-period	10-1	texti106-2006.xml	orthography	punctuation
33-10	. En	en	period-plus-conjunction	10-1	texti106-2006.xml	orthography	punctuation
33-11	það var annað mál	þá varð allt betra	wording	NA	texti106-2006.xml	style	wording
33-12	er	sé	ind4sub-conj	NA	texti106-2006.xml	grammar	mood
33-13	NA	. Júlí	missing-period	13-1	texti106-2006.xml	orthography	punctuation
33-13	NA	. Júlí	missing-sub	13-2	texti106-2006.xml	grammar	syntax
33-15	NA	að	missing-conjunction	NA	texti106-2006.xml	orthography	punctuation
33-16	þýskalands	Þýskalands	lower4upper-proper	NA	texti106-2006.xml	orthography	capitalization
33-17	NA	var	missing-fin-verb	NA	texti106-2006.xml	grammar	syntax
33-18	bara	það	extra-word	18-1	texti106-2006.xml	vocabulary	insertion
33-18	bara	það	missing-dem-pro	18-2	texti106-2006.xml	grammar	definitiveness
33-19	þýskalandi	Þýskalandi	lower4upper-proper	NA	texti106-2006.xml	orthography	capitalization
33-20	eru	NA	style	20-1	texti106-2006.xml	style	style
33-21	ennþá	eru	dep	20-1	texti106-2006.xml	other	miscellaneous
33-21	ennþá	eru	merged-words	21-2	texti106-2006.xml	orthography	spacing
33-21	ennþá	eru	nonword	21-2	texti106-2006.xml	orthography	nonword
33-21	ennþá	eru	extra-word	21-2	texti106-2006.xml	vocabulary	insertion
33-22	til dagsins	enn þann dag	wording	NA	texti106-2006.xml	style	wording
33-23	það	þarna	wording	NA	texti106-2006.xml	style	wording
33-24	Akureyris	Akureyrar	nonword	NA	texti106-2006.xml	orthography	nonword
33-25	6	sex	number4word	NA	texti106-2006.xml	style	numbers
33-26	á flateyjardal	í Flateyjardal	wrong-prep	26-1	texti106-2006.xml	grammar	prep
33-26	á flateyjardal	í Flateyjardal	lower4upper-proper	26-2	texti106-2006.xml	orthography	capitalization
33-27	. En	en	extra-period	27-1	texti106-2006.xml	orthography	punctuation
33-27	. En	en	period-plus-conjunction	27-1	texti106-2006.xml	orthography	punctuation
33-28	chilla	slaka á	fw4ice	NA	texti106-2006.xml	style	style
33-29	nýta	njóta	context	NA	texti106-2006.xml	vocabulary	lexical
34-1	.	?	period4qm	NA	texti107-2006.xml	orthography	punctuation
34-2	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-3	gamall	NA	extra-word	NA	texti107-2006.xml	vocabulary	insertion
34-4	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-5	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-6	verða	vera	aux	NA	texti107-2006.xml	vocabulary	aux
34-7	löglega	NA	wording	7-1	texti107-2006.xml	style	wording
34-8	NA	samkvæmt lögum	dep	7-1	texti107-2006.xml	other	miscellaneous
34-9	Háskóla	háskóla	upper4lower-common	NA	texti107-2006.xml	orthography	capitalization
34-10	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-11	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-12	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-13	ennþá	enn þá	merged-words	13-1	texti107-2006.xml	orthography	spacing
34-13	ennþá	enn þá	nonword	13-1	texti107-2006.xml	orthography	nonword
34-14	búin	búinn	agreement-pred	NA	texti107-2006.xml	grammar	agreement
34-15	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-16	Benedorm	Benidorm	letter-rep	16-1	texti107-2006.xml	orthography	typo
34-16	Benedorm	Benidorm	foreign-name	16-1	texti107-2006.xml	orthography	foreign
34-17	10	tíu	number4word	NA	texti107-2006.xml	style	numbers
34-18	NA	að ég	missing-conjunction	18-1	texti107-2006.xml	orthography	punctuation
34-18	NA	að ég	missing-sub	18-2	texti107-2006.xml	grammar	syntax
34-19	með	við	wrong-prep	NA	texti107-2006.xml	grammar	prep
35-1	árásin	Árásin	lower4upper-initial	NA	texti028-2008.xml	orthography	capitalization
35-2	stínu	Stínu	lower4upper-proper	NA	texti028-2008.xml	orthography	capitalization
35-3	Í þar þar þar sídustu viku	Fyrir nokkrum vikum	wording	NA	texti028-2008.xml	style	wording
35-4	ömmuna	ömmu	def4ind	NA	texti028-2008.xml	grammar	definitiveness
35-5	úlfinn	úlf	def4ind	NA	texti028-2008.xml	grammar	definitiveness
35-6	sushi japan	Sushi Japan ,	lower4upper-proper	6-1	texti028-2008.xml	orthography	capitalization
35-6	sushi japan	Sushi Japan ,	lower4upper-proper	6-2	texti028-2008.xml	orthography	capitalization
35-6	sushi japan	Sushi Japan ,	missing-comma	6-3	texti028-2008.xml	orthography	punctuation
35-7	sushi stað japans	sushi-stað Japans	missing-hyphen	7-1	texti028-2008.xml	orthography	spacing
35-7	sushi stað japans	sushi-stað Japans	lower4upper-proper	7-2	texti028-2008.xml	orthography	capitalization
35-9	, þegar	. Þegar	comma4period	NA	texti028-2008.xml	orthography	punctuation
35-9b	búinn	búin	nn4n	9b-1	texti028-2008.xml	orthography	spelling
35-9b	búinn	búin	agreement-pred	9b-1	texti028-2008.xml	grammar	agreement
35-10	NA	hún	missing-sub	NA	texti028-2008.xml	grammar	syntax
35-11	og	en	conjunction	NA	texti028-2008.xml	grammar	conjunction
35-12	úlfin	úlfinn	n4nn	12-1	texti028-2008.xml	orthography	spelling
35-12	úlfin	úlfinn	nonword	12-1	texti028-2008.xml	orthography	nonword
35-13	en sem	. Sem	conjunction4period	NA	texti028-2008.xml	orthography	punctuation
35-14	í sjálfsvörn	til sjálfsvarnar	wrong-prep	NA	texti028-2008.xml	grammar	prep
35-15	nádi	náði	letter-rep	15-1	texti028-2008.xml	orthography	typo
35-15	nádi	náði	nonword	15-1	texti028-2008.xml	orthography	nonword
35-16	úlfin	úlfinn	n4nn	16-1	texti028-2008.xml	orthography	spelling
35-16	úlfin	úlfinn	nonword	16-1	texti028-2008.xml	orthography	nonword
35-17	þetta er tré gerði þetta	prjónarnir voru úr við ollu þeir úlfinum	dem4noun	17-1	texti028-2008.xml	coherence	accuracy
35-17	þetta er tré gerði þetta	prjónarnir voru úr við ollu þeir úlfinum	wording	17-2	texti028-2008.xml	style	wording
35-17	þetta er tré gerði þetta	prjónarnir voru úr við ollu þeir úlfinum	dem4pers	17-3	texti028-2008.xml	coherence	pro
35-17	þetta er tré gerði þetta	prjónarnir voru úr við ollu þeir úlfinum	wording	17-4	texti028-2008.xml	style	wording
35-18	mikin	miklum	agreement-concord	NA	texti028-2008.xml	grammar	agreement
35-19	á úlfinn	NA	dep	17-4	texti028-2008.xml	other	miscellaneous
35-20	en úlfurinn lét	Úlfurinn særði	period-plus-conjunction	20-1	texti028-2008.xml	orthography	punctuation
35-20	en úlfurinn lét	Úlfurinn særði	extra-conjunction	20-1	texti028-2008.xml	orthography	punctuation
35-20	en úlfurinn lét	Úlfurinn særði	wording	20-2	texti028-2008.xml	style	wording
35-21	blæða	NA	dep	20-2	texti028-2008.xml	other	miscellaneous
35-22	sjúkrabíllin kom og náði í hana	Hún var sótt af sjúkrabíl	lower4upper-initial	22-1	texti028-2008.xml	orthography	capitalization
35-22	sjúkrabíllin kom og náði í hana	Hún var sótt af sjúkrabíl	wording	22-2	texti028-2008.xml	style	wording
35-23	hún var	NA	extra-sub	23-1	texti028-2008.xml	grammar	syntax
35-23	hún var	NA	extra-word	23-2	texti028-2008.xml	vocabulary	insertion
35-23b	landspítalann	Landspítalann	lower4upper-proper	NA	texti028-2008.xml	orthography	capitalization
35-24	hún var	varð	extra-sub	24-1	texti028-2008.xml	grammar	syntax
35-24	hún var	varð	aux	24-2	texti028-2008.xml	vocabulary	aux
35-25	“ amma	Amma	extra-quots	25-1	texti028-2008.xml	orthography	punctuation
35-25	“ amma	Amma	lower4upper-initial	25-2	texti028-2008.xml	orthography	capitalization
35-26	við	NA	extra-prep	NA	texti028-2008.xml	grammar	prep
35-27	japan	Japan	lower4upper-proper	NA	texti028-2008.xml	orthography	capitalization
35-27b	NA	að	missing-conjunction	NA	texti028-2008.xml	orthography	punctuation
35-27c	hlakki	hlakkaði	pres4past	NA	texti028-2008.xml	grammar	tense
35-28	lalla	Lalla ,	lower4upper-proper	28-1	texti028-2008.xml	orthography	capitalization
35-28	lalla	Lalla ,	missing-comma	28-2	texti028-2008.xml	orthography	punctuation
35-29	”	NA	dep	25-1	texti028-2008.xml	other	miscellaneous
36-1	vilti	villti	missing-letter	1-1	texti029-2008.xml	orthography	typo
36-1	vilti	villti	nonword	1-1	texti029-2008.xml	orthography	nonword
36-1b	Birki	honum	noun4pro	NA	texti029-2008.xml	coherence	pro
36-2	komin	kominn	agreement-pred	NA	texti029-2008.xml	grammar	agreement
36-3	þegar	datt	extra-conjunction	3-1	texti029-2008.xml	orthography	punctuation
36-4	datt	NA	dep	3-1	texti029-2008.xml	other	miscellaneous
36-5	NA	,	missing-comma	NA	texti029-2008.xml	orthography	punctuation
36-6	NA	,	missing-comma	NA	texti029-2008.xml	orthography	punctuation
36-7	, hann	. Hann	comma4period	NA	texti029-2008.xml	orthography	punctuation
36-8	NA	annaðhvort væru	missing-conjunction	8-1	texti029-2008.xml	orthography	punctuation
36-9	væri endinn	endalokin	wording	NA	texti029-2008.xml	style	wording
36-9b	sínu	hans	reflexive4pro	NA	texti029-2008.xml	coherence	pro
36-10	mundi	myndi	u4y	NA	texti029-2008.xml	orthography	spelling
36-10b	hann	sig	pro4reflexive	NA	texti029-2008.xml	coherence	pro
36-11	hann	NA	extra-sub	NA	texti029-2008.xml	grammar	syntax
36-12	NA	því	missing-obj	NA	texti029-2008.xml	grammar	syntax
36-12b	i	í	missing-accent	NA	texti029-2008.xml	orthography	typo
36-13	NA	það	wording	13-1	texti029-2008.xml	style	wording
36-14	kallað hátt	NA	dep	13-1	texti029-2008.xml	other	miscellaneous
36-15	NA	og	missing-conjunction	NA	texti029-2008.xml	orthography	punctuation
36-16	NA	, forvitinn og	missing-comma	16-1	texti029-2008.xml	orthography	punctuation
36-16	NA	, forvitinn og	wording	16-2	texti029-2008.xml	style	wording
36-17	og forvitinn	NA	dep	16-2	texti029-2008.xml	other	miscellaneous
36-18	med ungt kærustupar	með ungu kærustupari	letter-rep	18-1	texti029-2008.xml	orthography	typo
36-18	med ungt kærustupar	með ungu kærustupari	nonword	18-1	texti029-2008.xml	orthography	nonword
36-18	med ungt kærustupar	með ungu kærustupari	nominal-inflection	18-2	texti029-2008.xml	grammar	inflection
36-18	med ungt kærustupar	með ungu kærustupari	case-prep	18-2	texti029-2008.xml	grammar	case
36-19	NA	,	missing-comma	NA	texti029-2008.xml	orthography	punctuation
36-20	að dyrum	til dyra	wrong-prep	NA	texti029-2008.xml	grammar	prep
36-21	sína	NA	extra-word	NA	texti029-2008.xml	vocabulary	insertion
36-22	. Hún	sem hún	period4conjunction	22-1	texti029-2008.xml	orthography	punctuation
36-23	langt reipi	NA	dep	22-1	texti029-2008.xml	other	miscellaneous
36-26	endanum á reipinu	enda reipisins	def4ind	26-1	texti029-2008.xml	grammar	definitiveness
36-26	endanum á reipinu	enda reipisins	extra-prep	26-2	texti029-2008.xml	grammar	prep
36-27	Birkis	hans	noun4pro	NA	texti029-2008.xml	coherence	pro
36-28	i	í	missing-accent	NA	texti029-2008.xml	orthography	typo
36-29	svo byrjuðu	og	missing-conjunction	29-1	texti029-2008.xml	orthography	punctuation
36-29	svo byrjuðu	og	wording	29-2	texti029-2008.xml	style	wording
36-30	að toga Birki	togaði hann	dep	29-2	texti029-2008.xml	other	miscellaneous
36-30	að toga Birki	togaði hann	noun4pro	NA	texti029-2008.xml	coherence	pro
36-31	med reipinu	NA	extra-words	NA	texti029-2008.xml	vocabulary	insertion
36-32	kom	komst	act4mid	NA	texti029-2008.xml	grammar	voice
36-35	ekkert	: „ Ekkert	missing-colon	35-1	texti029-2008.xml	orthography	punctuation
36-35	ekkert	: „ Ekkert	missing-quots	35-2	texti029-2008.xml	orthography	punctuation
36-35	ekkert	: „ Ekkert	lower4upper-initial	35-3	texti029-2008.xml	orthography	capitalization
36-36	NA	“	dep	35-2	texti029-2008.xml	other	miscellaneous
36-37	lika	líka	missing-accent	37-1	texti029-2008.xml	orthography	typo
36-37	lika	líka	nonword	37-1	texti029-2008.xml	orthography	nonword
36-38	sinu	sínu	missing-accent	NA	texti029-2008.xml	orthography	typo
36-40	var að setja	setti	cont4simple	NA	texti029-2008.xml	grammar	aspect
36-41	facebook	Facebook	lower4upper-proper	NA	texti029-2008.xml	orthography	capitalization
36-41b	ENDIR	Endir	caps4low	NA	texti029-2008.xml	orthography	capitalization
36-42	NA	.	missing-period	NA	texti029-2008.xml	orthography	punctuation
37-1	NA	„	missing-quots	1-1	texti046-2007.xml	orthography	punctuation
37-2	flottar	flottu	agreement-concord	NA	texti046-2007.xml	grammar	agreement
37-3	safaríka	safaríku	agreement-concord	NA	texti046-2007.xml	grammar	agreement
37-4	afhverju	af hverju	merged-words	4-1	texti046-2007.xml	orthography	spacing
37-4	afhverju	af hverju	nonword	4-1	texti046-2007.xml	orthography	nonword
37-5	, núna	? Núna	comma4qm	NA	texti046-2007.xml	orthography	punctuation
37-5b	NA	við	missing-prep	NA	texti046-2007.xml	grammar	prep
37-6	app	appelsínur	missing-letters	NA	texti046-2007.xml	orthography	typo
37-7	NA	“	dep	1-1	texti046-2007.xml	other	miscellaneous
37-8	NA	„	missing-quots	8-1	texti046-2007.xml	orthography	punctuation
37-9	spurningu	spurningar	nominal-inflection	9-1	texti046-2007.xml	grammar	inflection
37-9	spurningu	spurningar	case-verb	9-1	texti046-2007.xml	grammar	case
37-9	spurningu	spurningar	gen-escape	9-1	texti046-2007.xml	grammar	inflection
37-10	við hann	honum	wording	NA	texti046-2007.xml	style	wording
37-11	voruna go orange or go home það	vöruna Go orange or go home . Það	missing-accent	11-1	texti046-2007.xml	orthography	typo
37-11	voruna go orange or go home það	vöruna Go orange or go home . Það	nonword	11-1	texti046-2007.xml	orthography	nonword
37-11	voruna go orange or go home það	vöruna Go orange or go home . Það	lower4upper-proper	11-2	texti046-2007.xml	orthography	capitalization
37-11	voruna go orange or go home það	vöruna Go orange or go home . Það	foreign-name	11-2	texti046-2007.xml	orthography	foreign
37-11	voruna go orange or go home það	vöruna Go orange or go home . Það	nonit4it	11-2	texti046-2007.xml	style	style
37-11	voruna go orange or go home það	vöruna Go orange or go home . Það	missing-period	11-3	texti046-2007.xml	orthography	punctuation
37-11b	NA	,	missing-commas	11b-1	texti046-2007.xml	orthography	punctuation
37-11c	NA	,	dep	11b-1	texti046-2007.xml	other	miscellaneous
37-12	NA	því	missing-obj	NA	texti046-2007.xml	grammar	syntax
37-12b	vilja	viljið	verb-inflection	12b-1	texti046-2007.xml	grammar	inflection
37-12b	vilja	viljið	missing-fin-verb	12b-1	texti046-2007.xml	grammar	syntax
37-13	eins og	NA	extra-words	NA	texti046-2007.xml	vocabulary	insertion
37-14	NA	í framan	missing-prep	14-1	texti046-2007.xml	grammar	prep
37-14	NA	í framan	missing-word	14-2	texti046-2007.xml	vocabulary	omission
37-15	NA	“	dep	8-1	texti046-2007.xml	other	miscellaneous
37-16	NA	„	missing-quots	16-1	texti046-2007.xml	orthography	punctuation
37-17	NA	“	dep	16-1	texti046-2007.xml	other	miscellaneous
37-18	Eina	„ Það eina	missing-quots	18-1	texti046-2007.xml	orthography	punctuation
37-18	Eina	„ Það eina	missing-dem-pro	18-2	texti046-2007.xml	grammar	definitiveness
37-18b	NA	við	missing-sub	NA	texti046-2007.xml	grammar	syntax
37-19	gerum	stunda	context	NA	texti046-2007.xml	vocabulary	lexical
37-20	NA	og	missing-conjunction	NA	texti046-2007.xml	orthography	punctuation
37-21	NA	. “	missing-period	21-1	texti046-2007.xml	orthography	punctuation
37-21	NA	. “	dep	18-1	texti046-2007.xml	other	miscellaneous
37-21b	NA	„	missing-quots	21b-1	texti046-2007.xml	orthography	punctuation
37-22	NA	“	dep	21b-1	texti046-2007.xml	other	miscellaneous
37-23	NA	„	missing-quots	23-1	texti046-2007.xml	orthography	punctuation
37-24	NA	,	missing-comma	NA	texti046-2007.xml	orthography	punctuation
37-25	pondum	pöntum	missing-accent	25-1	texti046-2007.xml	orthography	typo
37-25	pondum	pöntum	letter-rep	25-1	texti046-2007.xml	orthography	typo
37-26	Ikea það	Ikea-síðunni . Það	missing-word	26-1	texti046-2007.xml	vocabulary	omission
37-26	Ikea það	Ikea-síðunni . Það	missing-period	26-2	texti046-2007.xml	orthography	punctuation
37-27	þaðan	þar . “	wording	27-1	texti046-2007.xml	style	wording
37-27	þaðan	þar . “	missing-period	27-2	texti046-2007.xml	orthography	punctuation
37-27	þaðan	þar . “	dep	NA	texti046-2007.xml	other	miscellaneous
38-1	Vinahópur með 14 ára krökkum frá kína heita	NA	wording	1-1	texti047-2007.xml	style	wording
38-1	Vinahópur með 14 ára krökkum frá kína heita	NA	lower4upper-proper	1-2	texti047-2007.xml	orthography	capitalization
38-2	NA	eru í vinahóp 14 ára krakka frá Kína . Þau	dep	1-1	texti047-2007.xml	other	miscellaneous
38-2	NA	eru í vinahóp 14 ára krakka frá Kína . Þau	missing-period	NA	texti047-2007.xml	orthography	punctuation
